id,preferred_label,reuse_level,code,skill_category,coreness
414,prepare site for construction,sector-specific,S7.1.1,S,0.006487307386954315
415,stimulate students' independence,sector-specific,S3.1.0,S,0.0013326223496642462
416,provide rigging plans,sector-specific,S4.1.3,S,0.005079247742730268
417,restrain individuals,cross-sector,S3.3.5,S,0.021518608763034335
418,follow water supply schedule,sector-specific,A1.13.1,A,0.006260352921784798
419,teach principles of literature,sector-specific,S1.3.1,S,0.002029479735822539
420,help clients make decisions during counselling sessions,cross-sector,S3.1.1,S,0.004813665251947474
421,integrate strategic foundation in daily performance,cross-sector,S4.1.3,S,0.08328449979686453
422,warehouse operations,sector-specific,K4.1.6,K,0.0938121696223277
423,lay marquetry,occupation-specific,S7.3.4,S,0.0
424,ensure compliance with environmental legislation,cross-sector,S3.3.2,S,0.3845686757632616
425,aid archive users with their enquiries,occupation-specific,S3.4.1,S,0.0
426,mount photovoltaic panels,occupation-specific,S6.8.1,S,0.0
427,repair firearms,occupation-specific,S6.5.1,S,0.0
428,prepare vehicle trim,occupation-specific,S6.5.0,S,0.0
429,kosher slaughtering practices,occupation-specific,K7.2.1,K,0.0
430,quality prototype of a tobacco leaf,sector-specific,K7.2.1,K,0.0022898171690835414
431,advise customers on preparation of meat products,sector-specific,S1.5.3,S,0.0037637733324694155
432,calculate aircraft weight,occupation-specific,S2.6.1,S,0.0
433,test medical devices,cross-sector,S2.8.1,S,0.039721099644232025
434,distribute local information materials,sector-specific,S1.4.1,S,0.02325693574284512
435,collaborate with animal related professionals,sector-specific,S1.8.1,S,0.03462539618246296
436,optical equipment standards,cross-sector,K10.3.2,K,0.012571543689320813
437,livestock reproduction,sector-specific,K8.1.1,K,0.006665831615232449
438,manage feedback,cross-sector,S1.8.5,S,0.04752376040560627
439,smoke cigars,occupation-specific,S2.8.1,S,0.0
440,be a role model in community arts,sector-specific,S4.5.0,S,0.0
441,produce statistical financial records,cross-sector,S2.2.1,S,0.057805862566982315
442,understand written Armenian,transversal,,L_use,0.0
443,calculate materials,cross-sector,S2.6.1,S,0.03246351811318138
444,combine business technology with user experience,sector-specific,S2.7.4,S,0.0052176987448729235
445,provide periodontal treatment,occupation-specific,S3.2.2,S,0.0
446,prepare roofing materials,sector-specific,S6.7.1,S,0.0015495129228904863
447,preventive medicine,cross-sector,K9.1.2,K,0.012899602450656689
448,plan marketing strategy,cross-sector,S4.1.2,S,0.05563838663136141
449,labour legislation,cross-sector,K4.2.0,K,0.21165569517230468
450,respond to individuals' extreme emotions,sector-specific,S3.4.4,S,0.0
451,promote political campaign,sector-specific,S1.6.2,S,0.0074608931515696255
452,maintain a production book,occupation-specific,S2.2.5,S,0.0
453,test pyrotechnical effects,sector-specific,S2.8.1,S,0.0019609272572510745
454,develop new food products,sector-specific,S1.11.3,S,0.03502519384702204
455,swaging machine types,occupation-specific,K7.1.5,K,0.0
456,public service concession,occupation-specific,K4.1.3,K,0.0
457,buttonholing,sector-specific,K7.2.3,K,0.00010548807085585579
458,prepare railway technical studies,occupation-specific,S1.13.3,S,0.0
459,delegate emergency care,sector-specific,S4.8.2,S,0.0
460,acoustical engineering,occupation-specific,K7.3.2,K,0.0
461,prescribe psychotherapeutic treatment,sector-specific,S3.2.5,S,0.0
462,prepare ground for construction,sector-specific,S7.0.0,S,0.004068233006810825
463,conduct engineering site audits,cross-sector,S2.8.2,S,0.003334821224475345
464,manage studio resourcing,cross-sector,S4.3.2,S,0.0
465,assist guest departure,cross-sector,S3.4.4,S,0.008163216863422534
466,digital printing,sector-specific,K2.1.1,K,0.03891790888267425
467,osteology,sector-specific,K2.2.2,K,0.028734121764669968
468,assist with geophysical surveys,sector-specific,S2.7.1,S,0.012577353394049027
469,provide legal advice on investments,cross-sector,S1.5.1,S,0.01492974661272667
470,create import-export commercial documentation,cross-sector,S1.13.3,S,0.023711065077800204
471,set production KPI,occupation-specific,S4.1.3,S,0.0
472,renal diseases,sector-specific,K9.1.2,K,0.003212699356842225
473,prepare audit activities,cross-sector,S4.3.1,S,0.03626835438406883
474,types of sanders,occupation-specific,K7.1.4,K,0.0
475,conduct patch testing,sector-specific,S2.1.2,S,0.0
476,provide high-end driving services,sector-specific,S8.2.2,S,0.0045318976270743855
477,assemble tent constructions,occupation-specific,S7.1.8,S,0.0
478,types of waxes,cross-sector,K5.3.1,K,0.003119489128324415
479,educate on the prevention of illness,cross-sector,S1.3.4,S,0.08700960744319942
480,respect data protection principles,sector-specific,S3.3.6,S,0.015673650828355843
481,mount photos,occupation-specific,S6.5.0,S,0.0
482,negotiate with key stakeholders in the automotive retail sector,sector-specific,S1.1.1,S,0.0
483,distinguish accessories,sector-specific,S2.7.6,S,0.017801853208707002
484,tend almond huller machine,occupation-specific,S8.5.4,S,0.0
485,monitor visitor tours,sector-specific,S2.8.2,S,0.0
486,tend wine manufacturing machines,sector-specific,S8.5.4,S,0.0005889820441780454
487,manage storage tanks,occupation-specific,S8.4.5,S,0.0
488,prevent domestic accidents,occupation-specific,S2.7.0,S,0.0
489,navy operations,sector-specific,K10.3.1,K,0.007380259929204951
490,carry out railway accident investigations,sector-specific,S2.1.1,S,0.002165948070651964
491,investigate animal related incidents,occupation-specific,S2.1.1,S,0.0
492,animal acquisition,occupation-specific,K8.4.0,K,0.0
493,prepare speeches,cross-sector,S1.13.2,S,0.005325744605575176
494,Cain and Abel (penetration testing tool),sector-specific,K6.0.3,K,0.0
495,encourage healthy behaviours,occupation-specific,S1.5.4,S,0.0
496,provide social counselling,cross-sector,S3.1.1,S,0.033618134879047634
497,supervise motor vehicles manufacture,sector-specific,S2.8.1,S,0.00351359417997548
498,prepare main engines for navigation operations,sector-specific,S8.4.4,S,0.0005829841240638761
499,food plant design,sector-specific,S1.11.4,S,0.014558807235537903
500,cleaning industry health and safety measures,cross-sector,K10.2.1,K,0.08920767313123742
501,interact with others,transversal,S1.8.0,S,0.0
502,radiation effects on human body,sector-specific,K9.1.4,K,0.011482301599507453
503,impart training on general quality management supervision,cross-sector,S1.3.3,S,0.026545275168967254
504,use laser therapy for skin conditions,sector-specific,S3.6.4,S,0.0
505,execute advertising measures for the vehicles,cross-sector,S1.6.2,S,0.0
506,assist in the organisation of school events,cross-sector,S4.2.2,S,0.1318597672812757
507,systems development life-cycle,cross-sector,K6.0.3,K,0.05581886760463784
508,transportation software related to an ERP system,cross-sector,K4.1.3,K,0.017650906643022907
509,work on uneven surfaces,cross-sector,S6.7.0,S,0.0005714790741276919
510,measure density of liquids,sector-specific,S8.6.6,S,0.022029326935530766
511,operate automated process control,cross-sector,S8.6.5,S,0.062479715501265895
512,support social service users at the end of life,sector-specific,S1.3.5,S,0.007205478406205856
513,manage ICT change request process,sector-specific,S4.2.1,S,0.003277793341277287
514,lay base courses,sector-specific,S7.0.0,S,0.004173820421603399
515,visual flight rules,cross-sector,K10.4.0,K,0.05114443454711166
516,inspect aircraft manufacturing,cross-sector,S2.8.4,S,0.021551912860255984
517,write Javanese,transversal,,L_use,0.0
518,undertake procedures to meet helicopter flight requirements,sector-specific,S8.9.0,S,0.006729356201934766
519,oversee warehouse value-added activities,sector-specific,S4.2.1,S,0.005356310051136616
520,use interface description language,occupation-specific,S5.1.0,S,0.0
521,operate brick oven,sector-specific,S8.5.4,S,0.0034247369324016228
522,write Bosnian,transversal,,L_use,0.0
523,apply company policies,cross-sector,S3.3.3,S,0.2024123722018014
524,business management principles,cross-sector,K4.1.3,K,0.3661105167198086
525,calculate insurance rate,sector-specific,S2.6.1,S,0.007808379007987675
526,encourage staff in cleaning activities,occupation-specific,S4.5.0,S,0.0
527,develop urban transport studies,sector-specific,S2.1.1,S,0.0043772815899465085
528,monitor security procedures in warehouse operations,sector-specific,S2.8.4,S,0.015143802618434033
529,use radar navigation,sector-specific,S8.6.4,S,0.008148348401441362
530,replace faucets,sector-specific,S7.2.2,S,0.003594809611624476
531,test nitroglycerin mixture,occupation-specific,S2.8.1,S,0.0
532,prepare dental instruments for sterilization,occupation-specific,S8.6.1,S,0.0
533,foreign affairs policy development,cross-sector,K3.1.1,K,0.00792564088922489
534,send summons,sector-specific,S4.4.3,S,0.0015607422847436023
535,Agile project management,sector-specific,K4.1.3,K,0.04969120503336374
536,carry out strategic research,cross-sector,S2.1.1,S,0.09805105017902425
537,select music for training,occupation-specific,S1.12.3,S,0.0
538,pharmaceutical legislation,cross-sector,K4.2.0,K,0.03228580100613103
539,monitor fish mortality rates,sector-specific,S2.8.6,S,0.022504561946817703
540,modern power signalling systems,sector-specific,K10.4.0,K,0.007074578601600503
541,network management system tools,sector-specific,K6.0.2,K,0.018764600411180644
542,communicate regulations,cross-sector,S1.5.1,S,0.016722347906015976
543,operate mosaic tools,sector-specific,S6.7.0,S,0.0003581403236827287
544,make an effort,transversal,A1.9.0,A,0.0
545,literature,cross-sector,K2.3.2,K,0.0626545096648577
546,perform liquid penetrant tests,occupation-specific,S8.5.1,S,0.0
547,conduct energy audit,sector-specific,S2.7.4,S,0.039693623753293446
548,apply fish harvest methods,sector-specific,S6.9.2,S,0.0008735993381414204
549,maintain plants' growth,sector-specific,S6.4.1,S,0.006404568627945031
550,prepare sales checks,sector-specific,S2.2.1,S,0.019862971865027102
551,calibrate engines,occupation-specific,S8.7.2,S,0.0
552,match venues with performers,sector-specific,S4.2.1,S,0.0013735418613328135
553,use markup languages,sector-specific,S5.1.0,S,0.047940675120152085
554,research the past in recorded sources,cross-sector,S2.7.0,S,0.008055321501848737
555,maintain logistics databases,cross-sector,S2.3.0,S,0.014030338850886233
556,canvassing methods,occupation-specific,K4.1.4,K,0.0
557,participate in governmental tenders,cross-sector,S1.13.3,S,0.01916364526508548
558,develop automated migration methods,sector-specific,S4.1.3,S,0.037154989291611894
559,install lift governor,cross-sector,S8.8.1,S,0.0015560674146331283
560,provide on-board safety training,sector-specific,S1.3.2,S,0.00543348550227816
561,load equipment,cross-sector,S6.2.1,S,0.019309102722190868
562,identify support mechanisms to develop your professional practice,occupation-specific,S4.1.1,S,0.0
563,Christianity,sector-specific,K2.2.1,K,0.001688389778487401
564,perform multiple tasks at the same time,cross-sector,A1.15.0,A,0.14714498900962192
565,design package,sector-specific,S1.11.0,S,0.019623504245504516
566,conduct quality assurance inspections on fuel operations,sector-specific,S2.8.1,S,0.002344718317324757
567,use firearms,sector-specific,S3.3.5,S,0.006164882441219922
568,perform stacking fermentation of tobacco leaves,sector-specific,S6.5.8,S,0.00032060200081176354
569,record lessons learnt from your sessions,sector-specific,S2.2.0,S,0.0
570,locomotive brake applications,sector-specific,K7.1.6,K,0.02144419638700215
571,apply health and safety when picking,occupation-specific,S3.3.1,S,0.0
572,strive to conserve the composition of water,occupation-specific,S8.4.5,S,0.0
573,check shipments,sector-specific,S6.2.1,S,0.004791635534881139
574,carry out standard aquaculture stock health operations,sector-specific,S6.9.2,S,0.002316302692996088
575,maintain safety systems,sector-specific,S3.3.1,S,0.024288872656954258
576,use modern electronic navigational aids,sector-specific,S8.6.4,S,0.0245147049650447
577,non-ferrous metal processing,sector-specific,K7.1.5,K,0.0726769925572709
578,clean aquaculture stock units,occupation-specific,S6.11.1,S,0.0
579,monitor utility equipment,sector-specific,S2.8.1,S,0.13650648879917307
580,appropriate packaging of dangerous goods,sector-specific,K7.1.1,K,0.007892375446888254
581,brush the equipment,sector-specific,S6.11.1,S,0.004070004007004555
582,ship related legislative requirements,sector-specific,K4.2.0,K,0.05110948361932319
583,physical parts of the vessel,sector-specific,K10.4.0,K,0.04998224200778
584,investigate human rights violations,occupation-specific,S2.1.1,S,0.0
585,inform policy makers on health-related challenges,cross-sector,S1.5.4,S,0.095650552700035
586,style hair,cross-sector,S3.6.4,S,0.013737893153110583
587,report on grants,occupation-specific,S2.2.1,S,0.0
588,provide objective assessments of calls,cross-sector,S4.4.3,S,0.0036050341201254855
589,launch lifeboats,sector-specific,S8.3.0,S,5.916964439336914e-05
590,make radiographic images,occupation-specific,S8.6.2,S,0.0
591,write Sanskrit,cross-sector,,L_use,0.0
592,gather technical information,cross-sector,S2.4.1,S,0.13249783536299495
593,conduct safe aircraft marshalling,occupation-specific,S3.3.3,S,0.0
594,perform laboratory tests,cross-sector,S8.6.3,S,0.2729696875580729
595,coordinate technical standards for global interoperability,sector-specific,S1.2.1,S,0.0008423982119951285
596,refrigerants,cross-sector,K7.1.3,K,0.06603215902240492
597,manage clinical environments,sector-specific,S8.6.1,S,0.0011680552528182096
598,translate formulae into processes,sector-specific,S2.4.2,S,0.01579885804853825
599,adjust paper bag machine,occupation-specific,S8.4.6,S,0.0
600,place orders for computer products,occupation-specific,S1.6.3,S,0.0
601,install spindles,occupation-specific,S7.1.3,S,0.0
602,soldering techniques,cross-sector,K7.1.5,K,0.017243302963757694
603,attach protective attachments to timber piles,sector-specific,S6.1.3,S,0.0028907313674482785
604,microbiology-bacteriology,sector-specific,K5.1.1,K,0.1564102752365473
605,replace knives,occupation-specific,S8.7.1,S,0.0
606,develop management plans,sector-specific,S4.1.2,S,0.00866910164663318
607,observe fish disease symptoms,occupation-specific,S6.9.2,S,0.0
608,financial products,cross-sector,K4.1.2,K,0.08758570470245526
609,tend drawing kiln,sector-specific,S8.4.7,S,0.0030074979475222005
610,neurological surgery,sector-specific,K9.1.2,K,0.003212699356842224
611,swaging processes,occupation-specific,K7.1.5,K,0.0
612,interpret religious texts,cross-sector,S1.3.5,S,0.009410326908921497
613,observe patient throughout dental treatment,occupation-specific,S2.8.6,S,0.0
