task_id,task,detailed_work_activity,intermediate_work_activity,element,mean_task_SML,impact,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,qD,q19,q20,q21,q22,q23
16671,"Interpret engineering drawings, sketches, or diagrams.","Explain engineering drawings, specifications, or other technical information.",Explain technical details of products or services.,Interpreting the Meaning of Information for Others,3.625,0.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.5
16672,Prepare schedules for equipment use or routine maintenance.,Schedule operational activities.,Schedule operational activities.,Scheduling Work and Activities,3.725,0.0,4.0,4.0,3.0,4.5,3.5,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,3.5,3.0
16674,Supervise production workers.,Supervise production or support personnel.,Supervise personnel activities.,"Guiding, Directing, and Motivating Subordinates",3.15,0.0,2.5,3.0,3.5,3.0,3.5,3.5,3.0,3.5,3.0,4.0,3.0,3.5,3.0,3.0,3.5,3.0,3.0,3.0,3.5,4.0,3.0,3.5,2.0,2.0
16675,"Create computer applications for manufacturing processes or operations, using computer-aided design (CAD) or computer-assisted manufacturing (CAM) tools.",Develop software or computer applications.,Design computer or information systems or applications.,Thinking Creatively,3.225,0.03984585404451302,3.0,4.0,3.0,3.0,4.5,3.0,4.0,3.0,3.0,3.5,3.5,3.0,2.5,2.0,4.0,3.5,4.5,4.0,4.5,2.0,4.0,5.0,3.0,1.0
16676,Oversee or inspect production processes.,Direct industrial production activities.,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",3.175,0.0,3.5,3.5,2.5,3.0,3.0,2.0,1.5,4.0,2.5,5.0,3.5,3.5,3.0,3.5,3.0,3.0,3.5,4.0,4.0,3.0,3.5,4.0,3.0,2.0
16677,Prepare reports regarding inventories of raw materials or finished products.,Prepare operational reports.,Prepare reports of operational or procedural activities.,Documenting/Recording Information,3.375,0.0,3.0,3.5,3.0,3.5,3.5,3.0,2.5,3.5,3.0,3.0,3.5,4.0,4.0,3.5,3.5,3.5,3.0,4.0,4.0,3.5,4.5,3.5,2.5,3.0
16678,Modify equipment or processes to improve resource or cost efficiency.,Design industrial equipment.,Design industrial systems or equipment.,Thinking Creatively,3.225,0.0,3.75,4.0,3.0,3.0,3.25,3.75,2.75,3.25,3.75,3.25,3.5,3.5,3.0,2.75,4.0,4.25,3.25,3.0,4.25,2.5,3.0,3.5,2.5,2.25
16679,Develop or conduct quality control tests to ensure consistent production quality.,Test products for functionality or quality.,Test characteristics of materials or products.,"Inspecting Equipment, Structures, or Material",4.175,0.0,3.5,4.0,4.5,3.5,4.0,4.0,4.5,4.5,4.5,4.5,3.5,4.5,5.0,4.0,3.5,4.5,4.0,4.0,4.5,4.5,5.0,5.0,3.0,3.0
16680,"Compile operational data to develop cost or time estimates, schedules, or specifications.",Estimate operational costs.,Estimate project development or operational costs.,"Estimating the Quantifiable Characteristics of Products, Events, or Information",3.6,0.0,4.0,4.0,4.0,4.0,3.0,3.0,2.5,3.0,3.5,3.0,3.5,3.0,3.5,3.5,4.0,4.0,3.5,4.0,4.0,3.0,3.5,4.0,5.0,5.0
16681,Collect and analyze data related to quality or industrial health and safety programs.,"Analyze operational data to evaluate operations, processes or products.",Analyze data to improve operations.,Analyzing Data or Information,3.5,0.0,4.0,4.0,3.0,3.5,3.0,3.5,2.75,4.0,3.5,4.0,4.0,3.0,3.75,3.5,3.25,3.25,3.25,4.0,4.0,3.25,3.75,3.5,3.0,3.0
16682,"Analyze operational, production, economic, or other data, using statistical procedures.","Analyze operational data to evaluate operations, processes or products.",Analyze data to improve operations.,Analyzing Data or Information,3.575,0.0,4.0,4.0,3.0,4.0,3.0,3.5,3.0,4.0,3.5,4.0,4.0,3.0,4.0,4.0,3.5,3.5,4.0,4.0,4.0,3.5,3.5,3.5,3.0,3.0
16683,"Prepare layouts of machinery or equipment, using drafting equipment or computer-aided design (CAD) software.",Create graphical representations of industrial production systems.,Create visual designs or displays.,Thinking Creatively,3.475,0.0,3.5,3.5,3.5,3.5,4.0,4.0,4.0,3.5,3.5,3.0,4.0,4.0,3.5,2.5,4.0,3.0,4.0,3.5,4.0,3.5,3.0,3.0,3.0,3.0
16684,Plan the flow of work or materials to maximize efficiency.,Prepare detailed work plans.,Plan work activities.,"Organizing, Planning, and Prioritizing Work",3.675,0.0,5.0,4.0,3.5,3.0,4.5,4.0,4.0,4.0,3.5,3.5,4.0,4.0,3.0,3.0,4.0,3.5,4.0,4.5,4.5,2.5,3.5,4.0,3.0,3.0
16685,Monitor and control inventory.,"Maintain inventories of materials, equipment, or products.","Replenish inventories of materials, equipment, or products.",Monitoring and Controlling Resources,2.85,0.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,2.5,1.5
16686,Conduct time and motion studies to identify opportunities to improve worker efficiency.,Research human performance or health factors related to engineering or design activities.,Research technology designs or applications.,Getting Information,3.825,0.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.5,4.5,4.0,4.0,4.0,2.5,2.5
16687,Design plant or production facility layouts.,Design structures or facilities.,Design structures or facilities.,Thinking Creatively,3.275,0.0,3.0,4.5,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0
16688,"Develop or implement programs to address problems related to production, materials, safety, or quality.",Develop technical methods or processes.,Develop operational or technical procedures or standards.,Developing Objectives and Strategies,3.5,0.0,3.5,3.5,2.5,3.25,4.0,4.0,3.5,3.5,3.25,3.5,3.5,3.5,3.75,3.5,4.0,4.25,3.5,4.0,4.5,4.0,3.5,3.5,3.0,2.75
16689,"Analyze, estimate, or report production costs.",Analyze costs and benefits of proposed designs or projects.,"Evaluate designs, specifications, or other technical data.",Analyzing Data or Information,3.7,0.0,4.0,4.0,3.5,3.75,3.0,3.25,3.5,3.5,3.75,3.75,3.5,3.5,3.5,3.75,4.25,4.0,3.75,3.75,4.25,3.75,3.25,4.0,4.5,4.0
16690,"Prepare equipment inspection schedules, reliability schedules, work plans, or other records.",Schedule operational activities.,Schedule operational activities.,Scheduling Work and Activities,3.725,-0.008348403410338712,4.0,4.0,3.0,4.5,3.5,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,3.5,3.0
16691,Prepare cost and materials estimates or project schedules.,Schedule operational activities.,Schedule operational activities.,Scheduling Work and Activities,3.6625,-0.005988741710531542,4.0,4.0,3.5,4.25,3.25,3.0,3.25,3.5,3.25,3.5,3.75,3.0,3.75,3.75,4.0,4.5,3.75,4.0,4.5,3.0,3.75,4.0,4.25,4.0
16692,"Provide technical support to other employees regarding mechanical design, fabrication, testing, or documentation.",Provide technical guidance to other personnel.,Advise others on the design or use of technologies.,Provide Consultation and Advice to Others,3.7,-0.00865783666385056,3.0,4.0,4.0,4.0,4.0,3.5,4.5,4.0,4.0,4.0,3.5,3.5,4.0,4.0,4.0,4.0,3.5,4.5,4.5,3.5,4.0,3.0,2.5,2.5
16693,"Interpret engineering sketches, specifications, or drawings.","Explain engineering drawings, specifications, or other technical information.",Explain technical details of products or services.,Interpreting the Meaning of Information for Others,3.625,-0.004344594578486571,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.5
16694,"Perform routine maintenance on equipment, such as leak detectors, glove boxes, or mechanical pumps.",Maintain mechanical equipment.,Maintain tools or equipment.,Repairing and Maintaining Mechanical Equipment,3.125,0.02178816324639188,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.5,2.0
16695,"Design specialized or customized equipment, machines, or structures.",Design industrial equipment.,Design industrial systems or equipment.,Thinking Creatively,3.45,0.006972539145954304,4.0,3.5,3.0,4.0,4.5,3.5,4.0,3.5,3.5,3.5,3.0,3.0,4.0,3.5,3.5,4.0,3.5,3.5,4.0,4.0,3.0,3.0,2.5,2.0
16696,"Design molds, tools, dies, jigs, or fixtures for use in manufacturing processes.",Design industrial equipment.,Design industrial systems or equipment.,Thinking Creatively,3.45,0.006325115461724096,4.0,3.5,3.0,4.0,4.5,3.5,4.0,3.5,3.5,3.5,3.0,3.0,4.0,3.5,3.5,4.0,3.5,3.5,4.0,4.0,3.0,3.0,2.5,2.0
16697,"Conduct failure analyses, document results, and recommend corrective actions.","Recommend technical design or process changes to improve efficiency, quality, or performance.",Advise others on business or operational matters.,Provide Consultation and Advice to Others,3.5166666666666666,0.0026693533819068804,3.6666666666666665,4.0,3.6666666666666665,3.6666666666666665,3.8333333333333335,3.333333333333333,3.6666666666666665,3.6666666666666665,3.1666666666666665,3.6666666666666665,4.0,2.833333333333333,3.5,3.333333333333333,3.8333333333333335,3.6666666666666665,3.333333333333333,3.8333333333333335,4.0,3.1666666666666665,3.6666666666666665,4.166666666666667,2.5,2.833333333333333
16698,"Assist engineers to design, develop, test, or manufacture industrial machinery, consumer products, or other equipment.",Design industrial equipment.,Design industrial systems or equipment.,Thinking Creatively,3.741666666666666,-0.011349747960699208,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.8333333333333335,4.166666666666667,3.8333333333333335,4.0,4.0,4.0,3.8333333333333335,3.333333333333333,3.6666666666666665,4.166666666666667,3.6666666666666665,3.6666666666666665,4.166666666666667,3.8333333333333335,3.8333333333333335,4.166666666666667,4.0,3.8333333333333335,4.0,2.5,2.333333333333333
16699,"Analyze or estimate production costs, such as labor, equipment, or plant space.",Analyze costs and benefits of proposed designs or projects.,"Evaluate designs, specifications, or other technical data.",Analyzing Data or Information,3.7,-0.00749642513469162,4.0,4.0,3.5,3.75,3.0,3.25,3.5,3.5,3.75,3.75,3.5,3.5,3.5,3.75,4.25,4.0,3.75,3.75,4.25,3.75,3.25,4.0,4.5,4.0
16700,Apply testing or monitoring apparatus to operating equipment.,"Test performance of electrical, electronic, mechanical, or integrated systems or equipment.",Test performance of equipment or systems.,"Inspecting Equipment, Structures, or Material",3.6,-0.002188499533719579,4.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0,4.0,3.5,3.5,3.5,3.5,3.5,4.0,4.0,4.0,4.0,4.0,3.5,3.5,4.0,2.0,2.0
16701,"Test machines, components, materials, or products to determine characteristics such as performance, strength, or response to stress.",Test characteristics of materials or structures.,Test characteristics of materials or products.,"Inspecting Equipment, Structures, or Material",3.3,0.015438099342745648,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0
16702,"Prepare specifications, designs, or sketches for machines, components, or systems related to the generation, transmission, or use of mechanical or fluid energy.",Document technical design details.,"Document technical designs, procedures, or activities.",Documenting/Recording Information,4.2,-0.04006197724994154,4.5,4.5,4.0,5.0,4.0,4.0,4.5,4.5,4.0,5.0,4.0,4.0,4.0,4.25,4.25,3.5,4.0,4.5,5.0,3.5,4.5,4.5,3.5,2.75
16703,"Prepare layouts of machinery, tools, plants, or equipment.",Create graphical representations of industrial production systems.,Create visual designs or displays.,Thinking Creatively,3.475,0.004727063592390834,3.5,3.5,3.5,3.5,4.0,4.0,4.0,3.5,3.5,3.0,4.0,4.0,3.5,2.5,4.0,3.0,4.0,3.5,4.0,3.5,3.0,3.0,3.0,3.0
16704,Inspect and test mechanical equipment.,"Test performance of electrical, electronic, mechanical, or integrated systems or equipment.",Test performance of equipment or systems.,"Inspecting Equipment, Structures, or Material",3.6,-0.0024076421321570507,4.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0,4.0,3.5,3.5,3.5,3.5,3.5,4.0,4.0,4.0,4.0,4.0,3.5,3.5,4.0,2.0,2.0
16705,"Oversee, monitor, or inspect mechanical installations or construction projects.",Direct installation activities.,Direct construction or extraction activities.,"Guiding, Directing, and Motivating Subordinates",3.4333333333333345,0.007447711311088234,4.333333333333333,3.8333333333333335,3.5,3.1666666666666665,3.5,3.1666666666666665,3.5,3.6666666666666665,3.5,3.5,3.6666666666666665,3.333333333333333,3.6666666666666665,3.1666666666666665,4.333333333333333,3.333333333333333,3.8333333333333335,3.1666666666666665,4.5,3.5,3.333333333333333,4.0,2.1666666666666665,1.6666666666666667
16706,Assist mechanical engineers in product testing through activities such as setting up instrumentation for automobile crash tests.,Assist engineers or scientists with research.,"Assist scientists, scholars, or technical specialists with projects or research.","Communicating with Supervisors, Peers, or Subordinates",3.4,0.009527246638393105,5.0,5.0,4.0,3.0,3.0,2.5,4.0,4.0,3.0,3.0,4.0,2.0,4.0,2.5,3.5,2.5,3.0,3.0,3.5,3.0,3.0,3.5,4.0,2.0
16707,Assemble or disassemble complex mechanical systems.,Assemble equipment or components.,Assemble equipment or components.,Handling and Moving Objects,3.3,0.015616910167159936,3.0,4.0,4.0,3.0,3.0,2.5,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.5
16709,Monitor inventory levels and order supplies as necessary.,"Purchase materials, equipment, or other resources.",Purchase goods or services.,Monitoring and Controlling Resources,3.0,0.01883828162855039,4.0,3.0,3.0,3.0,3.0,3.5,2.5,3.0,3.0,3.5,3.5,3.0,2.0,3.0,3.0,2.5,2.5,3.0,3.5,3.0,3.5,3.0,2.25,1.75
16710,"Maintain clean working environments, according to clean room standards.",Maintain clean work areas.,"Clean tools, equipment, facilities, or work areas.",Performing General Physical Activities,3.2,0.016473528367868973,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,2.0
16714,"Test or perform failure analysis for optomechanical or optoelectrical products, according to test plans.",Conduct quantitative failure analyses of operational data.,Analyze performance of systems or equipment.,Analyzing Data or Information,3.725,-0.006282767124127009,3.0,4.0,4.0,4.5,4.0,3.5,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.5,3.5,4.0,3.5,4.0,4.5,2.0,2.5
16715,Assist scientists or engineers in the conduct of photonic experiments.,Assist engineers or scientists with research.,"Assist scientists, scholars, or technical specialists with projects or research.","Communicating with Supervisors, Peers, or Subordinates",3.4,0.006087273392415771,5.0,5.0,4.0,3.0,3.0,2.5,4.0,4.0,3.0,3.0,4.0,2.0,4.0,2.5,3.5,2.5,3.0,3.0,3.5,3.0,3.0,3.5,4.0,2.0
16716,"Perform diagnostic analyses of processing steps, using analytical or metrological tools, such as microscopy, profilometry, or ellipsometry devices.","Analyze operational data to evaluate operations, processes or products.",Analyze data to improve operations.,Analyzing Data or Information,3.575,-0.0008022675437109328,4.0,4.0,3.0,4.0,3.0,3.5,3.0,4.0,3.5,4.0,4.0,3.0,4.0,4.0,3.5,3.5,4.0,4.0,4.0,3.5,3.5,3.5,3.0,3.0
16718,"Mix, pour, or use processing chemicals or gases according to safety standards or established operating procedures.",Prepare materials for processing.,Prepare industrial materials for processing or use.,Handling and Moving Objects,3.1,0.01796363036314519,3.5,3.0,2.0,3.5,4.5,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0
16719,"Design, build, or modify fixtures used to assemble parts.",Assemble equipment or components.,Assemble equipment or components.,Handling and Moving Objects,3.425,0.004850950947656862,3.0,4.0,3.5,3.5,3.0,3.25,4.0,4.0,3.0,4.0,3.5,3.5,4.0,4.0,3.0,4.0,3.5,4.0,4.0,3.0,3.5,3.5,2.0,2.25
16720,"Lay out cutting lines for machining, using drafting tools.",Create schematic drawings for electronics.,Create visual designs or displays.,Thinking Creatively,4.2,-0.02015219059615303,4.0,4.5,4.5,4.5,3.5,3.0,4.0,4.5,4.5,4.0,5.0,4.5,5.0,4.5,4.5,4.5,4.0,4.5,4.5,4.0,4.5,4.0,4.0,3.0
16721,"Assist engineers in the development of new products, fixtures, tools, or processes.",Develop technical methods or processes.,Develop operational or technical procedures or standards.,Developing Objectives and Strategies,3.4125,0.005658794990509808,3.0,3.5,3.0,3.5,3.5,4.0,3.5,3.5,3.0,4.0,3.5,3.5,3.5,3.5,3.5,4.0,3.5,3.5,4.0,3.5,3.5,3.5,2.75,2.5
16722,Assemble or adjust parts or related electrical units of prototypes to prepare for testing.,Assemble precision electronics or optical equipment.,Assemble equipment or components.,Handling and Moving Objects,3.75,-0.007080095971293776,5.0,5.0,4.0,3.5,4.0,4.5,2.5,4.0,3.5,3.5,3.5,4.0,5.0,4.0,4.0,3.0,4.0,4.5,4.5,3.0,4.0,3.5,2.0,2.0
16723,"Splice fibers, using fusion splicing or other techniques.",Install instrumentation or electronic equipment or systems.,Install commercial or production equipment.,Handling and Moving Objects,3.55,0.00017893963310200434,4.0,3.0,3.5,3.0,4.5,3.5,4.0,3.5,3.5,4.5,3.5,4.0,4.0,3.5,4.5,4.5,3.0,3.5,4.5,4.0,4.0,4.0,1.5,1.0
16724,"Terminate, cure, polish, or test fiber cables with mechanical connectors.","Test performance of electrical, electronic, mechanical, or integrated systems or equipment.",Test performance of equipment or systems.,"Inspecting Equipment, Structures, or Material",3.6,-0.0016809105846480321,4.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0,4.0,3.5,3.5,3.5,3.5,3.5,4.0,4.0,4.0,4.0,4.0,3.5,3.5,4.0,2.0,2.0
16725,"Set up or operate prototype or test apparatus, such as control consoles, collimators, recording equipment, or cables.",Operate industrial equipment.,Operate industrial processing or production equipment.,Controlling Machines and Processes,3.1,0.017417983420596972,3.0,4.0,4.0,3.5,2.0,3.0,2.0,4.0,4.0,4.0,4.0,3.5,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,1.0,1.0
16726,"Set up or operate assembly or processing equipment, such as lasers, cameras, die bonders, wire bonders, dispensers, reflow ovens, soldering irons, die shears, wire pull testers, temperature or humidity chambers, or optical spectrum analyzers.",Assemble precision electronics or optical equipment.,Assemble equipment or components.,Handling and Moving Objects,3.75,-0.008635551803161778,5.0,5.0,4.0,3.5,4.0,4.5,2.5,4.0,3.5,3.5,3.5,4.0,5.0,4.0,4.0,3.0,4.0,4.5,4.5,3.0,4.0,3.5,2.0,2.0
16727,"Repair or calibrate products, such as surgical lasers.",Maintain electronic equipment.,"Maintain electronic, computer, or other technical equipment.",Repairing and Maintaining Mechanical Equipment,3.275,0.011545333888935971,4.0,4.0,3.25,3.75,2.75,3.25,2.5,3.75,3.0,3.0,4.0,2.75,3.5,3.5,3.5,4.0,3.25,4.0,4.0,3.0,3.0,3.0,3.0,2.5
16729,"Fabricate devices, such as optoelectronic or semiconductor devices.",Fabricate devices or components.,Fabricate devices or components.,Handling and Moving Objects,3.8,-0.0072070329856464,4.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,2.0
16730,"Build prototype optomechanical devices for use in equipment such as aerial cameras, gun sights, or telescopes.",Create physical models or prototypes.,"Develop models of systems, processes, or products.",Thinking Creatively,4.05,-0.016904584226784092,4.0,4.0,4.0,4.0,4.5,4.0,4.5,4.5,3.5,5.0,4.5,3.5,4.0,4.0,3.5,3.5,3.5,4.0,4.0,5.0,4.5,4.5,3.0,2.0
16731,"Assemble fiber optical, optoelectronic, or free-space optics components, subcomponents, assemblies, or subassemblies.",Assemble precision electronics or optical equipment.,Assemble equipment or components.,Handling and Moving Objects,3.75,-0.007588849418700416,5.0,5.0,4.0,3.5,4.0,4.5,2.5,4.0,3.5,3.5,3.5,4.0,5.0,4.0,4.0,3.0,4.0,4.5,4.5,3.0,4.0,3.5,2.0,2.0
16732,"Adjust or maintain equipment, such as lasers, laser systems, microscopes, oscilloscopes, pulse generators, power meters, beam analyzers, or energy measurement devices.",Maintain electronic equipment.,"Maintain electronic, computer, or other technical equipment.",Repairing and Maintaining Mechanical Equipment,3.275,0.012499105450312076,4.0,4.0,3.25,3.75,2.75,3.25,2.5,3.75,3.0,3.0,4.0,2.75,3.5,3.5,3.5,4.0,3.25,4.0,4.0,3.0,3.0,3.0,3.0,2.5
16747,Supervise or provide technical direction to technicians engaged in nanotechnology research or production.,Supervise engineering or other technical personnel.,Supervise personnel activities.,"Guiding, Directing, and Motivating Subordinates",3.675,0.0,5.0,5.0,2.0,5.0,3.0,5.0,2.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,2.5,3.0
16748,Install nanotechnology production equipment at customer or manufacturing sites.,Install production equipment or systems.,Install commercial or production equipment.,Handling and Moving Objects,3.475,0.0,4.0,4.0,3.0,3.0,3.5,2.5,4.0,4.0,3.5,4.0,4.0,4.0,3.5,2.5,4.0,3.0,4.0,3.0,4.0,3.5,4.0,3.5,3.0,2.0
16749,Contribute written material or data for grant or patent applications.,"Prepare contracts, disclosures, or applications.","Prepare documentation for contracts, applications, or permits.",Documenting/Recording Information,3.375,0.0,3.5,4.0,2.5,3.5,3.5,2.5,3.0,4.0,3.0,4.0,3.5,2.5,4.0,2.0,4.0,4.0,3.5,4.0,4.0,3.5,3.5,4.0,3.5,3.5
16750,"Produce images or measurements, using tools or techniques such as atomic force microscopy, scanning electron microscopy, optical microscopy, particle size analysis, or zeta potential analysis.",Measure physical or chemical properties of materials or objects.,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information",3.775,0.0,4.5,4.5,4.0,4.0,4.5,4.0,4.5,3.5,4.5,3.5,3.0,3.5,4.5,4.0,4.0,4.5,3.5,4.0,4.5,4.0,3.0,3.5,2.5,1.5
16751,"Prepare detailed verbal or written presentations for scientists, engineers, project managers, or upper management.",Prepare technical reports for internal use.,Present research or technical information.,Documenting/Recording Information,3.05,0.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0
16752,"Prepare capability data, training materials, or other documentation for transfer of processes to production.",Prepare procedural documents.,"Document technical designs, procedures, or activities.",Documenting/Recording Information,3.575,0.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,2.5,3.0,4.0,3.0,3.0
16753,Develop or modify wet chemical or industrial laboratory experimental techniques for nanoscale use.,Devise research or testing protocols.,Develop research plans or methodologies.,Thinking Creatively,4.075,0.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,2.0,1.5
16754,Collect or compile nanotechnology research or engineering data.,Research engineering applications of emerging technologies.,Research technology designs or applications.,Getting Information,3.375,0.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.5,3.5,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.5,4.0,3.0,3.5,3.0,3.5,2.5
16755,"Inspect or measure thin films of carbon nanotubes, polymers, or inorganic coatings, using a variety of techniques or analytical tools.",Measure physical or chemical properties of materials or objects.,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information",3.775,0.0,4.5,4.5,4.0,4.0,4.5,4.0,4.5,3.5,4.5,3.5,3.0,3.5,4.5,4.0,4.0,4.5,3.5,4.0,4.5,4.0,3.0,3.5,2.5,1.5
16756,"Implement new or enhanced methods or processes for the processing, testing, or manufacture of nanotechnology materials or products.",Implement design or process improvements.,Implement procedures or processes.,Making Decisions and Solving Problems,3.725,0.0,4.0,4.0,2.0,3.5,4.0,4.0,4.0,4.0,3.5,3.0,4.0,4.0,4.5,4.0,4.0,4.5,4.0,5.0,5.0,4.0,4.0,4.0,2.5,2.5
16757,"Collaborate with scientists or engineers to design or conduct experiments for the development of nanotechnology materials, components, devices, or systems.",Research engineering applications of emerging technologies.,Research technology designs or applications.,Getting Information,3.375,0.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.5,3.5,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.5,4.0,3.0,3.5,3.0,3.5,2.5
16759,Repair nanotechnology processing or testing equipment or submit work orders for equipment repair.,Maintain test equipment.,"Maintain electronic, computer, or other technical equipment.",Repairing and Maintaining Mechanical Equipment,3.6,0.0,4.5,3.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,1.5,2.0
16760,Maintain work area according to cleanroom or other processing standards.,Maintain clean work areas.,"Clean tools, equipment, facilities, or work areas.",Performing General Physical Activities,3.2,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,2.0
16761,Set up or execute nanoparticle experiments according to detailed instructions.,Research engineering applications of emerging technologies.,Research technology designs or applications.,Getting Information,3.375,0.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.5,3.5,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.5,4.0,3.0,3.5,3.0,3.5,2.5
16762,Compile information or prepare reports on nanotechnology experiments or applications.,Document design or operational test results.,"Document technical designs, procedures, or activities.",Documenting/Recording Information,3.075,0.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,2.5,3.0
16763,"Record nanotechnology test results in logs, laboratory notebooks, or spreadsheet software.",Document design or operational test results.,"Document technical designs, procedures, or activities.",Documenting/Recording Information,3.075,0.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,2.5,3.0
16764,"Produce detailed images or measurement of objects, using tools such as scanning tunneling microscopes or oscilloscopes.",Measure physical or chemical properties of materials or objects.,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information",3.775,0.0,4.5,4.5,4.0,4.0,4.5,4.0,4.5,3.5,4.5,3.5,3.0,3.5,4.5,4.0,4.0,4.5,3.5,4.0,4.5,4.0,3.0,3.5,2.5,1.5
16765,"Perform functional tests of nano-enhanced assemblies, components, or systems, using equipment such as torque gauges or conductivity meters.","Test performance of electrical, electronic, mechanical, or integrated systems or equipment.",Test performance of equipment or systems.,"Inspecting Equipment, Structures, or Material",3.6,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0,4.0,3.5,3.5,3.5,3.5,3.5,4.0,4.0,4.0,4.0,4.0,3.5,3.5,4.0,2.0,2.0
16767,"Monitor equipment during operation to ensure adherence to specifications for characteristics such as pressure, temperature, or flow.",Monitor processes for compliance with standards.,Monitor operations to ensure compliance with regulations or standards.,"Monitor Processes, Materials, or Surroundings",2.95,0.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0
